study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	study_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJEB6456	SAMEA2580117	ERS473235	ERX491135	ERR525900	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1669390917;1653822583	23ce585bd5c96cad6148d6b3c1473087;267f81164144636a1f1abace14f200aa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525900/ERR525900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525900/ERR525900_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525900/ERR525900_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525900/ERR525900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525900/ERR525900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525900/ERR525900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525900/397_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525900/397_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525900	397_B	Stool sample from spanish
PRJEB6456	SAMEA2580118	ERS473236	ERX491136	ERR525901	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1950633736;1901384348	53b362ba47fe0321860e269fd54464b5;a76ec699c2b262687628987f7f445ac4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525901/ERR525901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525901/ERR525901_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525901/ERR525901_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525901/ERR525901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525901/ERR525901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525901/ERR525901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525901/397_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525901/397_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525901	397_M	Stool sample from spanish
PRJEB6456	SAMEA2580119	ERS473237	ERX491137	ERR525902	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1404448539;1361426570	683862c9c4c1ab24294dd567402865be;e64651116f08b45277dba9a637c09e2e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525902/ERR525902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525902/ERR525902_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525902/ERR525902_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525902/ERR525902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525902/ERR525902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525902/ERR525902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525902/39_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525902/39_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525902	39_B	Stool sample from spanish
PRJEB6456	SAMEA2580120	ERS473238	ERX491138	ERR525903	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2009416948;2021243968	045b757ea6e9aa2d10211d67e3434307;c9e0227b75c12369e4b0fd528ec86810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525903/ERR525903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525903/ERR525903_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525903/ERR525903_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525903/ERR525903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525903/ERR525903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525903/ERR525903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525903/39_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525903/39_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525903	39_M	Stool sample from spanish
PRJEB6456	SAMEA2580121	ERS473239	ERX491139	ERR525904	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2080438205;2102719210	df13852f5d7822d3d584629df8411698;c4e3ce466d19ce70209908dc428239c4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525904/ERR525904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525904/ERR525904_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525904/ERR525904_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525904/ERR525904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525904/ERR525904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525904/ERR525904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525904/42_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525904/42_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525904	42_12M	Stool sample from spanish
PRJEB6456	SAMEA2580122	ERS473240	ERX491140	ERR525905	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1691587921;1705408676	7f3be39313fafc56fdd2e55487ebb31f;2f9f65a0cd6afd47f17502a5fc7e0b2b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525905/ERR525905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525905/ERR525905_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525905/ERR525905_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525905/ERR525905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525905/ERR525905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525905/ERR525905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525905/42_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525905/42_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525905	42_4M	Stool sample from spanish
PRJEB6456	SAMEA2580123	ERS473241	ERX491141	ERR525906	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1871596444;1897810440	b0e0a07ba8ca2572ac5a473a1c69f10f;d5915cf610c6734eba6b1c37db17222c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525906/ERR525906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525906/ERR525906_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525906/ERR525906_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525906/ERR525906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525906/ERR525906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525906/ERR525906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525906/42_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525906/42_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525906	42_B	Stool sample from spanish
PRJEB6456	SAMEA2580124	ERS473242	ERX491142	ERR525907	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2202330230;2217357624	131bd008b46104326cbb844f97460c36;f5c0bf8117813b37f30836c67eba8ae6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525907/ERR525907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525907/ERR525907_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525907/ERR525907_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525907/ERR525907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525907/ERR525907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525907/ERR525907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525907/42_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525907/42_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525907	42_M	Stool sample from spanish
PRJEB6456	SAMEA2580125	ERS473243	ERX491143	ERR525908	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1441446498;1481435096	4e63815cb94fa4e1c8295031b97afc2f;7b930367d259371e3930c138f2a47763	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525908/ERR525908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525908/ERR525908_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525908/ERR525908_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525908/ERR525908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525908/ERR525908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525908/ERR525908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525908/45_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525908/45_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525908	45_12M	Stool sample from spanish
PRJEB6456	SAMEA2580126	ERS473244	ERX491144	ERR525909	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1754432207;1810192892	902d2f15ff14f8109b09f7027ce0d6ff;774537d728765410c62e7ee9eb9ea14b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525909/ERR525909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525909/ERR525909_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525909/ERR525909_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525909/ERR525909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525909/ERR525909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525909/ERR525909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525909/45_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525909/45_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525909	45_4M	Stool sample from spanish
PRJEB6456	SAMEA2580127	ERS473245	ERX491145	ERR525910	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1428105648;1471030884	1fa73613bcbe0a995355d8d87aa0667f;497c6e80717d98642ccb0245573ae166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525910/ERR525910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525910/ERR525910_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525910/ERR525910_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525910/ERR525910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525910/ERR525910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525910/ERR525910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525910/45_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525910/45_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525910	45_B	Stool sample from spanish
PRJEB6456	SAMEA2580128	ERS473246	ERX491146	ERR525911	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1538880480;1587484695	c9f37f41f5c7d8cc94c4e544858f8f32;95a8c34845dce94bc164d1a48aeafed3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525911/ERR525911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525911/ERR525911_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525911/ERR525911_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525911/ERR525911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525911/ERR525911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525911/ERR525911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525911/45_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525911/45_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525911	45_M	Stool sample from spanish
PRJEB6456	SAMEA2580129	ERS473247	ERX491147	ERR525912	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2145308200;2103963722	10a6e77bb20c4f281f2f825a63760167;96bac1fedf8712acb3e7ccb19b385ccf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525912/ERR525912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525912/ERR525912_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525912/ERR525912_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525912/ERR525912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525912/ERR525912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525912/ERR525912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525912/503_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525912/503_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525912	503_12M	Stool sample from spanish
PRJEB6456	SAMEA2580130	ERS473248	ERX491148	ERR525913	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1820841024;1791659605	33d5c6a468560411e80f71529fcb4d29;5e54869bcf1c1433e8203af1e9ef3d70	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525913/ERR525913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525913/ERR525913_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525913/ERR525913_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525913/ERR525913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525913/ERR525913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525913/ERR525913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525913/503_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525913/503_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525913	503_4M	Stool sample from spanish
PRJEB6456	SAMEA2580131	ERS473249	ERX491149	ERR525914	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	687425686;678973306	5594cc61c43567f364bf7b3b9c9495ed;661ee92829d934a9dbe7946b44c3f415	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525914/ERR525914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525914/ERR525914_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525914/ERR525914_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525914/ERR525914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525914/ERR525914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525914/ERR525914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525914/503_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525914/503_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525914	503_B	Stool sample from spanish
PRJEB6456	SAMEA2580132	ERS473250	ERX491150	ERR525915	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	2464703153;2384851503	b583ff377866a741c259dd4cd10801e4;cdc5c8f92c586aabba0366bb8c994df5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525915/ERR525915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525915/ERR525915_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525915/ERR525915_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525915/ERR525915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525915/ERR525915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525915/ERR525915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525915/503_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525915/503_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525915	503_M	Stool sample from spanish
PRJEB6456	SAMEA2580133	ERS473251	ERX491151	ERR525916	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1727439466;1671443963	146ce2a9d7b628486d27398577e57d32;2fabb47031d42b6114fad6980d5f9659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525916/ERR525916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525916/ERR525916_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525916/ERR525916_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525916/ERR525916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525916/ERR525916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525916/ERR525916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525916/504_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525916/504_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525916	504_12M	Stool sample from spanish
PRJEB6456	SAMEA2580134	ERS473252	ERX491152	ERR525917	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1520645351;1457525945	e5d48f49096e68536a6964e731bf83b2;ddaa77caba88165bcb017f2e8bfb38b1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525917/ERR525917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525917/ERR525917_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525917/ERR525917_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525917/ERR525917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525917/ERR525917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525917/ERR525917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525917/504_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525917/504_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525917	504_4M	Stool sample from spanish
PRJEB6456	SAMEA2580135	ERS473253	ERX491153	ERR525918	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1564212393;1503495167	2529857c85b44f3c697d66413a1c17ad;53a55fb58c7202c0c04b10ae16b22de3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525918/ERR525918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525918/ERR525918_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525918/ERR525918_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525918/ERR525918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525918/ERR525918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525918/ERR525918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525918/504_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525918/504_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525918	504_B	Stool sample from spanish
PRJEB6456	SAMEA2580136	ERS473254	ERX491154	ERR525919	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1609541688;1568244799	20cd9a5a0b558a44098c891aad85c1ea;893829b56d1389ab165315417606efac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525919/ERR525919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525919/ERR525919_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525919/ERR525919_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525919/ERR525919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525919/ERR525919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525919/ERR525919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525919/504_M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525919/504_M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525919	504_M	Stool sample from spanish
PRJEB6456	SAMEA2580137	ERS473255	ERX491155	ERR525920	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1698233075;1653807171	b4a17b0b3f59ad197eaf245d60f78d7c;9ff55b6c8b3f2a8bb82df3b9f5b740c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525920/ERR525920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525920/ERR525920_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525920/ERR525920_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525920/ERR525920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525920/ERR525920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525920/ERR525920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525920/507_12M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525920/507_12M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525920	507_12M	Stool sample from spanish
PRJEB6456	SAMEA2580138	ERS473256	ERX491156	ERR525921	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1891134442;1861032992	125862b3669d87392637c3995f0bd371;ac9121115c6656ada9bae28009b4f905	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525921/ERR525921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525921/ERR525921_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525921/ERR525921_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525921/ERR525921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525921/ERR525921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525921/ERR525921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525921/507_4M.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525921/507_4M.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525921	507_4M	Stool sample from spanish
PRJEB6456	SAMEA2580139	ERS473257	ERX491157	ERR525922	408170	human gut metagenome	ena-STUDY-BGI-04-06-2014-09:30:47:422-666	1709800040;1701580834	8df6fdc40d146dbc9c53f75a6dd9238e;d4afbf728a5a078a8e1e34848ce63979	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525922/ERR525922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525922/ERR525922_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525922/ERR525922_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR525/ERR525922/ERR525922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525922/ERR525922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR525/ERR525922/ERR525922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525922/507_B.rmAda.hq.rmHost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR525/ERR525922/507_B.rmAda.hq.rmHost.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR525/ERR525922	507_B	Stool sample from spanish
