,Blautia obeum,Dorea sp CAG 317,Dorea longicatena,Blautia wexlerae,Blautia sp CAG 257,Roseburia faecis,Dorea formicigenerans,Roseburia hominis,Ruminococcus gnavus,Gemmiger formicilis,Ruminococcus torques,Alistipes shahii,Eubacterium hallii,Coprococcus comes,Coprococcus catus,Roseburia sp CAG 309,Eubacterium ramulus,Roseburia sp CAG 471,Eubacterium eligens,Dialister invisus,Roseburia intestinalis,Bacteroides dorei,Alistipes putredinis,Alistipes finegoldii,Ruminococcus bromii,Eubacterium sp CAG 38,Clostridium sp CAG 58,Anaerostipes hadrus,Roseburia inulinivorans,Eubacterium ventriosum,Clostridium sp CAG 167,Bacteroides ovatus,Bacteroides caccae,Alistipes indistinctus,Eisenbergiella tayi,Ruminococcus lactaris,Lactobacillus rogosae,Bacteroides fragilis,Bacteroides vulgatus,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides stercoris,Oscillibacter sp 57 20,Lachnospira pectinoschiza,Ruminococcus bicirculans,Flavonifractor plautii,Bacteroides salyersiae,Clostridium bolteae,Bacteroides finegoldii,Streptococcus salivarius,Eggerthella lenta,Coprobacter fastidiosus,Bacteroides intestinalis,Butyricimonas virosa,Oscillibacter sp CAG 241,Bacteroides massiliensis,Bacteroides xylanisolvens,Streptococcus thermophilus,Odoribacter splanchnicus,Streptococcus parasanguinis,Parabacteroides merdae,Turicimonas muris,Eisenbergiella massiliensis,Bacteroides cellulosilyticus,Bacteroides thetaiotaomicron,Paraprevotella xylaniphila,Barnesiella intestinihominis,Agathobaculum butyriciproducens,Butyricimonas synergistica,Parabacteroides distasonis,Faecalibacterium prausnitzii,Parabacteroides goldsteinii,Gordonibacter pamelaeae,[Collinsella] massiliensis,Collinsella stercoris,Clostridium leptum,Enterorhabdus caecimuris,Escherichia coli,Holdemania filiformis,Monoglobus pectinilyticus,Ruthenibacterium lactatiformans,Asaccharobacter celatus,Eubacterium siraeum,Fusicatenibacter saccharivorans,Eubacterium rectale,Collinsella aerofaciens,Collinsella intestinalis,Adlercreutzia equolifaciens,Akkermansia muciniphila,Anaeromassilibacillus sp An250,Bifidobacterium longum,Bilophila wadsworthia,Lawsonibacter asaccharolyticus,Intestinimonas butyriciproducens,Bifidobacterium adolescentis,Clostridium spiroforme,Parasutterella excrementihominis,Phascolarctobacterium faecium,Firmicutes bacterium CAG 94,Firmicutes bacterium CAG 95,Firmicutes bacterium CAG 83,Firmicutes bacterium CAG 110,Firmicutes bacterium CAG 145,Proteobacteria bacterium CAG 139,SampNum,WeekNum,Participant_ID
186281_s3,0.0070675,0.001001,0,0.0012153,8.57e-05,0,0.0018315,0.0005614,0.001477,1.94e-05,0.0085453,0,0.0145559,0.0077065,0.0027803,0,0.001301,0,0.0018836,0.0065846,0,0.1475144,0.0910615,0.0022914,0.0498881,0,0.0048051,0.0108545,0.0085515,0,0,0.007989,0.0163641,0,0,0,0,0.0042277,0,0,0.1792097,0,0,0,0.0037373,0.0006822,0,0,0,4.32e-05,0.0012186,0,0,0.0051298,0,0,0,0.0025068,0,0,0.0189642,9.03e-05,0,0.0596307,0.060257,0,0,0.0013458,0,0.0388689,0.0253956,0,0.0007088,0,0.0007761,0.0002644,0,0,1.19e-05,0.0020405,0.0007576,0.0015328,0.0054424,0.02278,0.0485316,0.0140214,0.0004562,0.0004651,0.0702112,0.0001066,0.0047138,0.000495,0.0021459,0,0,0.0001776,0.006135,0,0,0,0,0,0.0097893,0.0002175,3,2,186281
186281_s4,0.0111436,0.001668,0,0.0028851,1.1e-05,0,0.0023172,0,0.0020729,1.97e-05,0.0099892,0,0.0152934,0.0108288,0.0020286,0,0.0025775,6.32e-05,0.0088218,0.0072219,0,0.1098105,0.0373982,0.000904,0.1061063,0,0.0034301,0.023816,0.0124879,0,0,0.0069344,0.0258491,0,0,0,0,0.0037729,0,0,0.1708687,0,0,0,0.0326391,0.0002011,0,0,0,0.000507,0.0012068,0,0,0.0023194,0,0,0,0.0031339,0,0.0003646,0.0198831,0.0001024,0,0.0357348,0.0347706,0,0,0.0032701,0,0.0347561,0.0133882,0,0.0005878,6.85e-05,0.0002981,0.0009783,0,0,0,0.003392,0.0010551,0.0006962,0.0004779,0.0667337,0.0889174,0.0194255,0.0002459,0.000183,0.0215371,0,0.0083024,0.000274,0.0009035,0,0,0,0.0106773,0,0,0,0,0,0.0023693,0.0003465,4,2,186281
187060_s1,0.0028547,0.0011466,0.0003284,0.0029218,0,0,0.0005712,0.003722,0,0.000366,0.0024071,0.0010084,0.0008196,0.0037297,0.0003541,0,0.0018765,0,0.0234661,0,0.0019851,0,0.0484217,0.000649,0.0066434,0,0.0031333,0,0.0118702,0,0,0,0.0158654,0.0001216,0,0.0139623,0.0003205,0.0144307,0.1542197,0,0.240714,0,0.0020895,0.0282694,0,0.000381,0,0.0001032,0.0071759,0,0,0,0.0042872,0.0004006,0.0001573,0,0.0028696,0,0.0038039,3.72e-05,0,0,0,0.0007044,0.007704,0,0,0.0020108,5.95e-05,0.0485954,0.0551439,0,2.98e-05,0,5.41e-05,0,0,0,0.0001487,0.000268,0.0002031,0.001162,0.0321812,0.0245708,0.1435215,0.0042776,0.0003766,0.000404,0.0321681,0,0,0,0.0021893,6.46e-05,0,6.47e-05,0,0.0028663,0,0,0.0012325,0,0.0002002,0,1,1,187060
187060_s2,0.0046102,0.0024971,5.69e-05,0.0041913,0,0,0.0011069,0.0026429,0,0.0003698,0.0027705,0.0016022,0.007566,0.005686,0.0009645,0,0.0029941,0,0.034236,0,0.000763,0.0001104,0.0747721,0.0007239,0.0057696,0,0.0034476,0,0.020329,0,0,0,0.0114593,0.0002843,0,0.0219872,0.0004173,0.0089291,0.1070347,0,0.064134,0,0.0027216,0.0382797,0,0.000378,0,7.54e-05,0.0072513,0,0,0,0.0063081,0.0007455,0.000217,0,0.0033857,0,0.0052268,0,0,0,0,0.0006118,0.0117714,0,0,0.0037418,0,0.0580592,0.097383,0,2.98e-05,0,0,0,0,0,0.0001426,0.0057026,0.0006055,0.0010821,0.0786401,0.0288344,0.1399127,0.0067463,0.0003026,0.0003897,0.0702211,0,0,0,0.0009615,0,0,0.0007245,0,0.0032251,0,0,0.0019294,0,5.78e-05,0,2,1,187060
187060_s3,0.0014697,0.0008027,0,0.0016216,0,0.0047679,0.0010478,0.0014,0,6.32e-05,0.0027712,0.001507,0.0014968,0.0038162,6.95e-05,0.0004484,0.0013029,0,0.0218907,0,0,0,0.0676559,0.0010118,0,0,0.0024696,0,0.0098769,0,0,0,0.032662,5.34e-05,0,0.0096815,0.0013311,0.049209,0.1002789,0,0.2716683,0,0.0023652,0.0571487,0,0.0003179,0,4.75e-05,0.0249322,0,0,0,0.0029445,0.0008096,1.61e-05,0,0.0020763,0,0.0052035,0,0,0,0,0.0004617,0.0133121,0,0,0.0022386,4.33e-05,0.0699816,0.0534526,0,6e-06,0,0,0,0,0,0.0001236,0.0006992,5.78e-05,0.0010603,0.0244033,0.0210049,0.0301186,0.0027803,6.1e-05,0.000346,0.0286191,0,0,0,0.0006189,2.71e-05,0,0.0001799,0,0.0043118,0,0,0,0,2.24e-05,0,3,2,187060
187060_s4,0.0144279,0.0086366,0.0029188,0.0160172,2.83e-05,0.0519854,0.0041968,0.0047096,0,0.0006145,0.0195515,0.0008638,0.0163691,0.0080783,0.0020646,0.000654,0.0068443,0,0.0157355,0,0.0036871,0,0.0443161,0.0022715,0.049075,0,0.0041731,0,0.0447555,0,0,0,0.0208431,7.55e-05,0,0.0264171,0.0007934,0.0366669,0.0768039,0,0.0599783,0,0.0016957,0.0407481,0,0.0007264,0,5.13e-05,0.0052139,0,0.0008705,0,0.0205665,0.0012844,0.0001791,0,0.0062789,0,0.0027247,0,0,0,0.0001103,0.0002079,0.0122305,0,0,0.0065262,0.0001016,0.0694532,0.0703764,0,0.0008381,0,0.000136,0,0,0,0.0004151,0.0002985,0.0004907,0.0007316,0.0432979,0.0387789,0.0648121,0.0193413,0.0003668,0.0002729,0.0082049,0,0,0,0.0001426,6.35e-05,0,0.0012795,0,0.002632,0,0,0.0006378,0,4.36e-05,0,4,2,187060
187127_s3,1.92e-05,0.0003101,0.0031361,0.0117618,0.0006652,0,0,0.0001299,2.43e-05,0,0,6.65e-05,0.003075,0.0053683,0,0,0.0014657,0,0.0593759,0,0.0143501,0,0.0031721,2.14e-05,0.0268632,0.0141721,0.0014868,0.0010751,0.0062752,0,0,0,0,0,0,0,0,0,0.1627946,0,0.0704166,0.1659999,0,0,0,0.0008727,0.0200865,0.0019446,0.0019315,0,0,0,0,0.0003014,0,0.0020224,0.0210232,0.0045905,0.0018419,0,0.0056484,0,0.0003262,0.0102805,0.001173,0.0232303,0.0091044,0.0022528,0,0.0168829,0.0087464,0,0.0001897,0,0,0.000277,0,0,0.0002001,0,0.0004042,0.0005712,0.0031331,0.0024924,0.189781,0.0022236,0,0.0019219,0,0,0,0,8.2e-05,0,0,0,0,0.0120734,0,0,0.0001412,0,0,0,3,2,187127
187464_s3,0.0086465,0.0033358,0.0076351,0.0030305,0,0.0049562,0.0076145,0.0004726,3.43e-05,0.000838,0.0096615,0,0.0051506,0,0,0,0.0017108,0,0.0165841,0,0.014044,0.0775975,0.0426395,0.0075457,0,0.0022655,0.0094866,0.01323,0.0025815,0,0,0.0014153,0.0098298,0,0,0,0,0,0.2172201,0,0.1277696,0,0.0119858,0.0014566,0.0049053,0.0001731,0,1.93e-05,0,0.0100677,0,0,0,0,0,0,0.0179976,0.0009269,0,0.0005242,0.0131814,0.0014894,0.0008204,0,0.0217679,0.0059638,0.0310773,0.001528,0,0.0554002,0.0189672,0,0.0002046,1.34e-05,9.99e-05,0.0004687,3.69e-05,0,2.36e-05,0.0329085,0.0005841,0.0015184,0.0017634,0.041876,0.0402571,0.01176,9.3e-06,0.0014026,0.0021332,8.95e-05,0,0,0.0012723,0,0,0.0004452,0.0169795,0.0025606,0,0,0.0321157,0,0.0024029,0.0010909,3,2,187464
187464_s4,0.0179921,0.0073895,0.0041852,0.0018114,0,0,0.0046991,0,0,0.0004361,0.02167,0,0.00755,0,0,0,0,0,0.0162164,0,0.0033691,0.071703,0.0386022,0.004884,0,0,0.0034375,0.0123867,0.001905,0,0,0.0028253,0.0100748,0,0,0,0,0,0.2244175,0,0.1118386,0,0.001284,0.0011534,0.0140487,0,0,0,0,0.0516856,0,0,0,0,0,0,0.0029413,0,0,0.000376,0.0117441,0.0002264,0.000244,0,0.0304623,0.0051128,0.0314357,0.0003147,0,0.0532189,0.0270849,0,0,0,0,0.0006082,0,0,0,0.0519948,0.0012834,0.001366,0.0064382,0.0432132,0.0318883,0.0081581,0,0.0012278,0.0038429,0,0,0,0,0,0,0,0.0138614,0.0033194,0,0,0.0160534,0,0.0005144,0.0004422,4,2,187464
187476_s3,0.006428,0,0.0406718,0.0069136,0,0.0489197,0.001509,0.0496343,0,0.0090374,0.0074564,0,0.0049429,0.0070033,0.0030736,0,0.0036291,0,0.0194416,0,0.0182277,0,0.0672122,0,0,0.0039403,0.0001124,0.0062121,0.0057811,0,0,0.0108731,0,0,0,0.0089905,0,0.0162775,0.0332295,0,0,0.0023055,0.0117956,0.010136,0.0023405,0,0,0,0,0,0.0012359,0,0,0,0.0001088,0,0.0019054,0,0.0032805,0.0002663,0.0239948,0,0,0,0,0,0,0.0183212,0,0.0201544,0.0255637,0,0.0058501,0.0002655,0.0002264,0,0,0,0,0,0.0014557,0.0002804,0.0186992,0.0448827,0.0238999,0.0497144,5.24e-05,0.0004718,0,0.0002825,0.0119703,0.000224,0,0.0007093,0,7.97e-05,0,0,0,0,0.0077127,0.0018706,0.0002795,0,3,2,187476
187476_s4,0.0060842,0,0.0510407,0.0074684,0,0.0661968,0.0021777,0.0145341,0,0.0035473,0.0080778,0,0.0096019,0.0075648,0.0044054,0,0.0062735,0,0.0272684,0,0.0298347,0,0.0457577,0,0,0.002911,5.31e-05,0.0099911,0.0068147,0,0,0.0102574,0,0,0,0.0137476,0.0001509,0.0133049,0.0367873,0,0,0.0065254,0.0078603,0.0223578,0.0016689,0.0003656,0,0,0,3.96e-05,0.0002258,0,0,0,7.67e-05,0,0.0027545,0,0.0021353,0,0.0206919,0,0,0,0,0,0,0.0112544,0,0.0067345,0.0365595,0,0.0013497,0,9.36e-05,0.0005895,0,0,0,0,0.0004024,0.0001287,0.0022858,0.0319949,0.0544736,0.0229209,3.74e-05,0.0001705,0,0.0001568,0.0152179,0.0002216,0,0.0003162,0,0.0006454,0,0,0,0,0.0019054,0.0013121,0.001264,0,4,2,187476
187545_s1,0.0171316,0,0.0009757,0.0019321,0,0.0010826,0.0016176,0.0046662,0,0.0014707,0,0.0156723,0.0029401,0,0.0001552,0,0.0031752,5.56e-05,0.0133091,0.0015605,6.01e-05,0,0.0433077,0.0216389,0,0,0,0.0161505,8.04e-05,0,0.0061306,0.0009795,0.0134556,0,0,0.0062281,0,0.003148,0.0507802,0,0.1925529,0,0.0054332,0.011416,0,0,0,0,0,0,0,0.0003231,0,0.0004165,0,0,0,0,0.0065177,0,0.0089731,0.0002018,0,0,0.0062248,0,0.065031,0,0.0005444,0.0132954,0.0476863,0.0010268,0.0005234,0,0.0002574,0.0006104,0,0,3.46e-05,0.0155791,0,0.0005917,0.0628768,0.0376682,0,0.0169279,0,0.0006332,0.0006821,0.0004992,0.0036323,0,0,0,0.018569,0,0.0044413,0,4.13e-05,0.0010569,0.0054997,0,0,7.27e-05,1,1,187545
187545_s2,0.0095706,0,0.0014346,0.0002629,0,0.0007979,0.0006678,0.0023994,0,0.0008061,0,0.016005,0.0015657,0,2.35e-05,0,0.0026845,0,0.0261541,0.0018021,0,0,0.0460507,0.019264,0,0,0,0.0090139,3.51e-05,0,0.0099079,0.0017524,0.0146451,0,0,0.0045811,0,0.0038191,0.0311078,0,0.1982631,0,0.0049062,0.0172905,0,0,0,0,0,0,0,0,0,0.0001112,0,0,0.0003293,0,0.0056459,0,0.0093787,0.0005409,0,0,0.0073453,0,0.0700751,0,0.0004276,0.0117517,0.0361535,0.0009247,0.000427,0,9.69e-05,0.0006792,3.03e-05,0,0.0001377,0.014069,0.0006782,0.0017749,0.0677802,0.0226867,0,0.0117915,0,0.0018187,0.0009328,0.0004782,0.0031683,0,0,0.0002767,0.0093183,0,0.0033242,0,0,5.72e-05,0.006931,0,0.0007154,0.0001672,2,1,187545
187545_s3,0.0144491,0,0.0026757,0,0,0.0002555,0.0007583,0.0016192,0,0.0017776,0.0046815,0.0077114,0.0055016,6.27e-05,3.55e-05,0,0.0056182,0.0001043,0.0375926,0.0024815,0,0,0.058997,0.0235048,0,0,0.0005409,0.0177832,5.68e-05,0,0,0.0011325,0.0246494,0,0,0.0297574,0,0.0091041,0.0096984,0,0.1909127,0,0,0.010866,0,0,0,0,0,0,0.0001885,0.0004999,0,0.0008165,0,0,0.0002017,0,0.0179581,0,0.0062,0.0002361,0,0,0.0010112,0,0.0833392,0,0.0009148,0.0148794,0.0591942,0.008201,0.0011132,6.89e-05,0.000277,0.0008403,0,0.0006481,0,0.0343395,0.0008078,0.0003227,0.0300557,0.0523523,0,0.0238767,3.9e-05,0.0003421,0.0008178,0.0006808,0.0004148,0.0002877,5.98e-05,0.0006155,0.0012863,0,0.0029356,0,0,0.0060412,0.0088683,0,0,2.84e-05,3,2,187545
187545_s4,0.0100351,0,0.002765,0.0001116,0,0.0001238,0.0005203,0.0013336,0,0.001144,0.0047057,0.0080959,0.006823,0.0002522,7.2e-06,0,0.0058898,0.0001004,0.0523172,0.0021751,0,0,0.0623994,0.0236216,0,0,0.0001227,0.0105326,0.0003433,0,0.0003064,0.0035857,0.0157707,0,0,0.0263978,0,0.0060619,0.0097961,0,0.196941,0,5.44e-05,0.0124873,0,0,0,0,0,0,0.0001032,0.0003569,0,0.000788,0,0,7.62e-05,0,0.0153082,0,0.0101659,0.0001226,0,0,0.0013474,0,0.0870606,0,0.001546,0.01704,0.041457,0.0039906,0.0004598,0.0001244,0.0003885,0.0011042,0,0,0.0001212,0.0328358,0.0005928,0.0007684,0.0438897,0.0514254,0,0.0252578,4.56e-05,0.0006913,0.0006107,0.0011275,0.0007189,0.000269,0.0004005,0.0006777,0.0004485,0,0.0027819,0,0,0.0062156,0.0093781,3.12e-05,1.17e-05,4.23e-05,4,2,187545
188170_s1,0.0006111,0,0.0240977,0.0182771,0,0.0666418,0.0090346,0.0013708,0.0005593,0,0.0223323,0.0003205,0.0067539,0,0,0,0.0057245,0,0.0170836,0,0.0386613,0,0.0087976,0.0029614,0.0180834,0.0007792,0.0004504,0.0102446,0.0124623,0,0,0.0003171,0,0,0,0.0062426,0,0.0014611,0.1115831,0,0.0939912,0.0071694,0.0030905,0.0290581,0,0,0.00147,0,0.013471,9.35e-05,0,0.0001774,0,0,0,0.0614966,0.0002543,0.0011503,0.0037685,0,0.0097666,0,0,0.0050666,0.0014474,0,0.0137182,0.0002504,0,0.0345801,0.1979823,0,0,0,0,0,0,0,0.0002756,0,0.0002409,0.0013223,0.0549328,0.0153702,0.0142785,0.0081139,0,0.0002236,0,0,0,0,0.0029893,0.0001316,0,0,0,0.0071712,0.0001544,0,0.0161841,0,0.0012076,0,1,1,188170
188170_s2,0.0009446,0.0011627,0.0417025,0.0070544,0.000305,0.076069,0.0183156,0.0008557,0.0023556,1.28e-05,0.047976,0.0005238,0.0055369,0,0,0,0.0114977,0,0.0160162,0,0.0588026,0,0.0109317,0.003998,0.0282719,0.0001902,0.0051104,0.0132556,0.0161899,0,0,0.0020947,0,0,0,0.0037548,0,0.0053699,0.0665345,0,0.0936188,0.0617811,0.0024949,0.0168228,0,0.0005167,0.0041577,0.0002053,0.0212583,0.0002882,0,0.0008139,0,0.0001519,0,0.0599743,0.0001122,0,0.006201,3.63e-05,0.0051454,0,0.0003508,0.0098051,0.0021626,0,0.0190269,0.0014884,0.0006968,0.028706,0.0739864,0.0003128,3.24e-05,7.54e-05,0.000176,7.6e-06,1.63e-05,0,0.0017794,0,0.0010093,0.0020469,0.0086145,0.0342301,0.0166345,0.0315994,0.0001334,0.0006754,0.000141,0,0.0022882,0.0007825,0.0037599,0.0004164,0.0001299,0,0.0002689,0.0080609,0.0004692,0,0.0032178,0,6.21e-05,0,2,1,188170
189127_s1,0.0002086,0.0077129,0.0017438,0.0052464,0.003212,0,0,0.0118789,0.001065,0,0,0.0004466,0.005675,0.0074203,0,0,0.0016299,0,0,0,0.0376697,0,0.0170716,0.0005978,0,0,0.0056025,0.0009571,0.0211589,0,0,0,0.000187,0.0002517,0,0,0,0,0.1519752,0,0.102713,0.2398116,0,0,0,0.0022376,0.0285366,0.0055264,0.0369539,0,0.0004597,0,0,0.0007716,0,0.0030972,0.0031369,0.0070428,0.0020509,0,0.0034348,0,0.0007875,0.0136879,7.13e-05,0.0095797,0.0162861,0.0039331,0,0.0111309,0.0270554,0,0.0006371,0,4.93e-05,0.0025158,6.81e-05,0,0.0010178,0,0.0045957,0.0017535,0.0109203,0.0027072,0.0284589,0.008363,0,0.0048677,0,0,0,0.0001551,0.0002668,0,0,0,0,0.0142647,0,0,0.0002936,0,0,0,1,1,189127
189127_s2,4.35e-05,0.0170791,0.0028168,0.0257489,0.0034113,0,0,0.0013844,0.0021251,0,0,0.0001035,0.0099518,0.0102296,0,0,0.0028022,0,0,0,0.0078866,0,0.0207881,0.000718,0,0,0.0051205,0.0016699,0.0197192,0,0,0,0.000314,0.0003686,0,0,0,0,0.1445936,0,0.0656276,0.2507746,0,0,0,0.0034861,0.046567,0.0039514,0.0208399,0,0.0003964,0,0,0.0010127,0,0.0026777,0.0065719,0.0145356,0.0052436,0,0.006705,0,0.0008834,0.0106267,0,0.0087613,0.0288043,0.00423,0,0.0152765,0.0150186,0,0.0007779,0,0,0.0055743,6.02e-05,0,0.0015364,0,0.0054796,0.0022279,0.0132502,0.0045824,0.0158542,0.0050706,0,0.0053904,0,0,0,0.0006622,0.0002573,0,0,0.0002623,0,0.0164044,0,0,0.0002762,0,0,0,2,1,189127
189127_s4,0,0.0018533,0.0011094,0.001681,0.0003541,0,0,8.7e-06,0.0002229,0,0,0.0002304,0.0005151,0.0067718,0,0,0.001179,0,0.0234877,0,0.0026094,0,0.0063808,0.0003841,0.0057219,0.0027811,0.0011731,0.0001652,0.0048952,0,0,0,3.47e-05,0.000177,0,0,0,0,0.272145,0,0.0387978,0.1965476,0,0,0,0.0005894,0.0230491,0.0013502,0.0031799,0,0,0,0,0.0007753,0,0.0048476,0.0245009,0,0.0016264,0,0.0117566,0,8.42e-05,0.0220395,0.0013881,0.0171046,0.0161321,0.0010073,0,0.0164137,0.0057207,0,4.8e-05,0,0,6.77e-05,0,0,8.89e-05,0,0,7.13e-05,0.0011576,0.00052,0.1302887,0.0012293,0,0.0002158,0,0,0,9.54e-05,0.0001679,0,0,0,1.16e-05,0.0134515,0,0,7.54e-05,0,0,0,4,2,189127
190618_s1,0.0026331,0.0004854,0.02029,0.0014978,0.0022237,0.0048713,0.0025732,0.0008508,0.0065545,0.0003524,0.0098109,0,0.0046707,0.004103,0.0019276,0,0.0024147,2.55e-05,0.0256281,0.0008356,0.0558025,0,0.1358955,0.0468094,0,7.41e-05,0.0007396,0.012358,0.0280856,0.0010498,0,0.0150204,0,1.84e-05,0.0003998,0.0147044,0.0004058,0.0089884,0.1271784,0.0441275,0.0502474,0,0.0029576,0.0173345,0.0013945,0.0022791,0.0027484,0,0,6.08e-05,0.0006391,0,0.0272466,0.0001562,0,0,0,0,0.0040475,0.000351,0.0159915,0,0,0,0.0049725,0,0.0312838,0.0053354,4.58e-05,0.0074747,0.0882747,0,0.0007428,2.25e-05,0.0001534,0,6.97e-05,0.0002898,0.0011983,0,0.0021265,0.0019518,0,0.0182348,0.0433488,0.0190375,3.26e-05,0.0029061,0,0,0,0.000517,6.5e-05,0,0,0.0010197,0,0,0,0,0.0061014,0,0.0012958,0,1,1,190618
190618_s2,0.0011697,0.0001651,0.0108398,0.0016895,0.0010269,0.0295699,0.006794,0.0004866,0.0039254,5.59e-05,0.0083657,0,0.0012874,0.001124,0.0012068,0,0.002666,8.2e-06,0.023183,0.0001244,0.0861904,0,0.0376717,0.0151416,0,0.0010046,0.0022426,0.014074,0.0337741,0.0061117,0,0.0214212,0,0,0,0.0110209,0.0012002,0.0068333,0.2411916,0.0257234,0.0497653,0,0.0018611,0.027281,0.0012617,0.0015951,0.0029139,0,0,0,9.46e-05,0,0.0227652,0.0001514,0,0,0,0.00052,0.0022137,0,0.0185397,0,0,0,0.0066749,0,0.0113589,0.0013902,0.0001064,0.0049396,0.027855,0,0.0001273,0,3.17e-05,0.0006854,2.91e-05,0.00066,0.0005367,0,0.0003196,0.0008701,0,0.0235125,0.0796102,0.0034723,0,0.0012427,0,3.08e-05,0,0.0011346,0.0001209,0,0,0.0011757,0,0,0,0,0.0014064,0,0.0003387,0,2,1,190618
190618_s3,0.0021963,0.0002214,0.0285743,0.0106567,0.002065,0.0229326,0.0061349,0.001145,0.0059596,0.0008822,0.0418,0,0.0059264,0.0035164,0.0048292,0,0.0032759,2.17e-05,0.010853,0.0001548,0.0157464,0,0.0429404,0.0254913,0.0521405,0.0001388,0.0026704,0.0510577,0.0109121,0.0032889,0,0.0207025,0,0,0,0.026122,0.0008504,0.0023143,0.0889499,0.0528263,0.0414155,0,0.0039138,0.0146756,0.0121018,0.0022848,0.0032832,0,0,0.000243,0.0004001,0,0.0508813,5.54e-05,0,0,1.44e-05,8.75e-05,0.0015696,0.0001789,0.013199,0,0,0,0.0051103,0,0.0171338,0.005166,5.09e-05,0.003015,0.0883272,0,0.0007693,2.29e-05,0.0001094,0.0001062,0.0001194,2.32e-05,0.0003132,0,0.0005598,0.0031941,0,0.030414,0.0747011,0.0134659,1.16e-05,0.0045871,7.91e-05,0,0,0.0004554,0.0002911,8.16e-05,0,0.0008526,0,0,0,0,0.0117299,0,0.0018945,0,3,2,190618
190618_s4,0.0015793,0.0003324,0.0185916,0.0041946,0.0022554,0.0087323,0.00704,0.0033269,0.0030901,0.0004519,0.0191458,0,0.0052717,0.0020924,0.0055579,0,0.0009711,1.06e-05,0.0111365,0.0006167,0.0041092,0,0.0516129,0.036602,0.081087,0.0002228,0.0032115,0.0117886,0.0085038,0.0027165,0,0.0367638,0,5.39e-05,4.05e-05,0.0235281,0.0006644,0.0030544,0.1179283,0.0533136,0.0473417,0,0.0080501,0.0166337,0.0300311,0.0022685,0.0143605,0,0,0.0001158,0.0001128,0,0.0640311,0.0001424,0,0,0,0,0.0022266,0.0001655,0.0277836,0,0,0,0.0059983,0,0.0179303,0.0038549,4.53e-05,0.0055408,0.0615139,0,0.0007429,3.03e-05,9.17e-05,0.0001547,5.71e-05,0,0.000333,0,0.0013043,0.001754,0,0.0209101,0.0566109,0.0091393,1.14e-05,0.0025431,0.0001812,0.0001373,0,0.001096,0.0011262,0.0001265,0,0.0016529,0,0,0,0,0.0160922,0,0.002564,0,4,2,190618
191137_s1,0.0018983,0,0.0106048,0.0024235,0,0.0188973,0.0021929,0.01088,0,0.0019125,0.0100024,0.0021924,0.0206794,0.0191104,0.0047139,0,0.001476,0.0026391,0.0126953,0,0,0.0398286,0.0680796,4.04e-05,0.0889905,0.0013843,0.0004132,0.0051663,0.0002789,0.0001532,0.0007664,0.0078683,0.0154289,0.0003701,0,0.0018364,0.0011799,0.0009319,0.0290195,0,0.0512534,0,0.0291442,0.0225126,0.0323367,0,0,0,0,0.007575,0,0.0001206,0,0,0.0023413,0,0,0.0001741,0.0075149,0.0008881,0,0,0,0.0058339,0.0033154,0,0.0038955,0.0055304,0,0.0086856,0.1342423,0.0012444,0,0,0.0001778,0,0,0,0,0.0035499,0,0.000521,0,0.0600916,0.0001885,0.018935,6.78e-05,0.000233,0.0025618,0,0.0102422,0.0003113,0.0005133,0,0.0259391,0,3.05e-05,0,0,0.0001087,0.0003018,0.0003395,0,2.74e-05,1,1,191137
191137_s2,0.0014498,0,0.0099058,0.0053397,0,0.043896,0.0020873,0.0011456,0,0.0013116,0.0079165,0.0016359,0.0271904,0.0177714,0.0034185,0,0.0009692,0.0030144,0.016316,0,0,0.0350443,0.0565726,0,0.0388034,0.0015105,0.0001264,0.0067233,0.0003054,0.0012377,0,0.0071217,0.0227535,0.0002821,0,0.0020702,0.0018749,0.0025682,0.0349328,0,0.0541877,0,0.0075247,0.0344156,0.0388766,0,0,0,0,0.029625,0,0.0007312,0,0,0.0011652,0,9.09e-05,0,0.0085466,0.0049217,0,0,0,0.0090864,0.0036274,0,0.0038115,0.004685,0,0.0097216,0.1049509,0.001442,0,0,0.000148,0,0,0,0,0.0033565,3.82e-05,0.0004211,0,0.0329506,0.0001158,0.0121526,0,0.0001376,0.002935,0,0.0128934,0.0003863,0.000124,0,0.0280813,0,0.0001423,0,0,0.0002453,0.00038,0.0004901,0,0,2,1,191137
191137_s3,0.0004009,0,0.0075294,0.0066635,0,0.0506066,0.0016676,0.0023017,0,0.0014563,0.0112866,0.0025526,0.0117009,0.0183644,0.0037453,0,0.0012979,0.0053707,0.0128648,0,0.0005301,0.0676355,0.0578555,0.00011,0.030773,3.09e-05,0.0003183,0.0230999,0,0.0002388,4e-05,0.0101891,0.0155011,0.000509,0,0.0058237,0.0006989,0.0017605,0.0339338,0,0.0557333,0,0.0095957,0.0296297,0.0124128,0,0,0,0,0.0032038,0,0.0004366,0,0,0.0002183,0,0.0001329,0,0.0099751,0.0002852,0,0,0,0.0128393,0.0020504,0,0.0043547,0.0059401,0,0.0097202,0.0781168,0.0013952,0,0,0,0,0,0,0,0.0012473,0,0.000269,0,0.0297455,9.36e-05,0.0063304,0,0.0001057,0.018956,0,0.0013665,0.000309,0.0002344,0,0.0165899,0,0.0004055,0,0,0.0033252,0,0.0002852,0.0001685,0.0003873,3,2,191137
