"","Blautia_wexlerae","Blautia_coccoides","Roseburia_faecis","Blautia_sp_CAG_257","Roseburia_hominis","Dorea_formicigenerans","Ruminococcus_gnavus","Tyzzerella_nexilis","Eubacterium_hallii","Gemella_haemolysans","Eubacterium_eligens","Hungatella_hathewayi","Dialister_invisus","Anaerostipes_hadrus","Ruminococcus_bromii","Clostridium_neonatale","Eubacterium_sp_CAG_38","Staphylococcus_aureus","Alistipes_putredinis","Anaerostipes_caccae","Alistipes_finegoldii","Bacteroides_dorei","Roseburia_intestinalis","Roseburia_inulinivorans","Streptococcus_mitis","Bacteroides_ovatus","Staphylococcus_hominis","Enterococcus_faecalis","Rothia_mucilaginosa","Bacteroides_caccae","Streptococcus_sp_A12","Sellimonas_intestinalis","Veillonella_dispar","Veillonella_rogosae","Streptococcus_peroris","Veillonella_parvula","Veillonella_atypica","Bacteroides_fragilis","Bacteroides_vulgatus","Bacteroides_uniformis","Streptococcus_infantis","Lachnospira_pectinoschiza","Lactobacillus_rhamnosus","Staphylococcus_epidermidis","Veillonella_infantium","Staphylococcus_lugdunensis","Clostridium_bolteae_CAG_59","Flavonifractor_plautii","Clostridium_bolteae","Streptococcus_salivarius","Eggerthella_lenta","Clostridium_citroniae","Anaerotruncus_colihominis","Veillonella_sp_T11011_6","Clostridium_aldenense","Clostridium_symbiosum","Enorma_massiliensis","Streptococcus_thermophilus","Streptococcus_parasanguinis","Parabacteroides_merdae","Bacteroides_thetaiotaomicron","Clostridioides_difficile","Clostridium_clostridioforme","Faecalibacterium_prausnitzii","Sutterella_parvirubra","Varibaculum_cambriense","Agathobaculum_butyriciproducens","Parabacteroides_distasonis","Gordonibacter_pamelaeae","_Collinsella__massiliensis","Haemophilus_sputorum","Collinsella_stercoris","Escherichia_coli","Actinomyces_sp_HMSC035G02","Ruthenibacterium_lactatiformans","Collinsella_aerofaciens","Eubacterium_rectale","Fusicatenibacter_saccharivorans","Intestinibacter_bartlettii","Actinomyces_odontolyticus","Klebsiella_oxytoca","Collinsella_intestinalis","Haemophilus_sp_HMSC71H05","Turicibacter_sanguinis","Akkermansia_muciniphila","Actinomyces_sp_oral_taxon_181","Aeriscardovia_aeriphila","Bifidobacterium_breve","Haemophilus_parainfluenzae","Bilophila_wadsworthia","Bifidobacterium_longum","Bifidobacterium_bifidum","Bifidobacterium_dentium","Coprobacillus_cateniformis","Clostridium_innocuum","Intestinimonas_butyriciproducens","Bifidobacterium_adolescentis","Parasutterella_excrementihominis","Clostridium_spiroforme","Bifidobacterium_pseudocatenulatum","Erysipelatoclostridium_ramosum","Group"
"598_4M",0.1007627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58e-05,0,2.02e-05,0,0,0,0,0,0,6.9e-05,3.6e-06,0,0.0286913,0.0004226,0.3986002,0,0,0.0038149,0,0,0.0511912,0.0002231,0,1.55e-05,0.1382959,0,0,0.0031765,0.0002514,0.0033488,0,0,0,0,0.0003118,0.0004542,0,0,0.0003761,1.32e-05,0.0014917,0,0,0,0,0,0,0,0,0,0,0,0,4.53e-05,0,0,0,0.0638135,0,0,6.2e-06,0,0,0,0,0,0,0.00925,0,0,0.0007756,3.67e-05,0,0.0022069,0,0.038405,0,0,0,0.0012245,0,0,0,0,0.0944032,0.0516022,"4M"
"599_12M",0.0184792,0,0.0034655,0,0.0119872,0,0.0029562,0,0.0007166,0,0.0408825,0,9e-05,0.0148777,0.0542687,0,0,0,0.0022002,0,0,0.0991561,0.1394338,0.1647434,5.2e-06,0.0276653,0,0,0.0002163,0.0022229,9.1e-05,0.0010766,0.0017834,0.0003633,0,0.0018003,0.0004473,0,0.0210194,0.0034755,0,0.0056066,0,0,0.0011054,0,0.0002222,9.24e-05,0,0.0037944,3.15e-05,0,0,0.0002245,0,0,0,0,0.0004505,0.000878,0,0,0.0001001,0.0704466,1.31e-05,0,0.0030964,0.0053792,0,2.95e-05,0.0040238,4.52e-05,0.0481594,6.1e-05,0,0.0060976,0.093676,0.0235814,0.002968,0,0,0,0,0.0036018,0.0006203,0,0,0,0.0101062,0,0.027991,0.0214884,0,0,0.000126,0.0004257,0,0,0,0.0040864,0.0005119,"12M"
"599_4M",0,0,0,0,0,0,6.2e-05,0,0,0,0,0,0,0.0003278,0,0,0,0,0,0,0,0.0003251,0,0,0.0002999,0,7.98e-05,0,0.0002199,0,0,0,0.0015248,0,9.88e-05,0.0023798,0.0019107,0,0,0,0,0,0.0644097,0.0019395,0.0013518,0,0,0,0,0.0021661,0,0,0,0.0002454,0,0,0,0,0.0037402,0,7.46e-05,0,0,0,0,0,0,0,0,0,0,6.58e-05,0.004905,0,0,0.0057694,0,0,0,8.68e-05,0,0,0,0,0,0,9.81e-05,0,0,0,0.4495489,0.4086838,0.0089401,0,0,0,1.63e-05,0,0,0,0,"4M"
"599_B",0,0,0,0,0,0,0,0,0,0.0010354,0,0,0,0,0,0,0,0.0002245,0,0,0,7.21e-05,0,0.0005653,0.0002937,0,0.0006612,0,4.06e-05,0,0,0,3.99e-05,0,1.32e-05,0,9.04e-05,0,0,0,0.0002063,0,0,0.3578224,7.85e-05,0,0,0,0,0.1298613,0,0,0,1.51e-05,0,0,0,0,0.0140183,0,7.5e-06,0,0,2.23e-05,0,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001371,0,0,0,0.3409203,0.1252623,0,0,0,0,0.0263768,0,0,0,0,"B"
"608_12M",0.1385924,0,0,0,0,0,0.005153,0,0,0,0,0,0,0,0,2.96e-05,0,0,0,0,0.4319348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109314,0,0,0.0001261,0.0001202,0,0,0,0,0,0,0.0145368,0.0222316,0.0049861,0,0.0060487,0,0.0004278,0,0.0006908,0.0292661,0,0,0,0,0,6.71e-05,0,0,0,0.0001289,0,0,0.008242,1.29e-05,0,0,0.1192394,0,0,6.01e-05,0,0,0.0026604,0,0,0,0,0,0,0,0,0,0,0,0.0439514,0,0.0188658,0,0.0815441,0,0.0288733,0,0.0012234,0,0.0129942,"12M"
"608_4M",0.1140409,0,0,0,0,0,0.0007146,0,0,0,0,0,0,0,0,0,0,0.0001832,0,0,0.0168093,0,0,0,3.58e-05,0,0,0.0012046,7.38e-05,0,0,0,5.47e-05,0,0,0.0022537,2.8e-06,0,0,0,6.6e-06,0,0,0.0001757,0,0,2.15e-05,0.0003816,3.42e-05,0,0.0026136,0,0,9.3e-06,0,0,0,0,4.28e-05,0,0,0,0,0,0,0,0,0,0.0004099,0,0,0,0,0.0003366,0,0,0,0,0,0.0001431,0,0,0.0015362,0,0,0,7.91e-05,0,0.0003639,0,0.8182091,0,1.19e-05,0,0,0,0.0286812,0,0,0,0,"4M"
"608_B",9.14e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86e-05,0,0.0201909,0.0026396,0.0004638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501478,0,0,0,0,0,0.0056881,0.0125525,0,0,0,0,0,0,0,0.0053899,0,0,0,0,0,0,0,0,0,0.0018106,4.1e-06,0,0,4.49e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001362,0,0.6888029,0,0,0,1.22e-05,0,0,0,0,"B"
"615_12M",0.0103912,0,0,0,0.0009493,0.0005784,0.0005881,0,0.0226715,0,0.0381284,0.0001956,0,0.0079112,0,0,0.0051417,0,0,0,0,0,0.0074761,0.0265257,0,0,0,0,0,0,0,0,0.0007021,0,0,0.0002504,0.0007696,0.0962863,0,0.0917522,0,3.67e-05,0,0,0.0004096,0,0,0.0015165,0,3.08e-05,0.0036744,0.0001175,0,1.6e-05,0,0,0,0.0267603,0.0005925,0,0,0,0,0.0575004,0,0,0.0044405,0,0.0007284,0,0.0008339,8.59e-05,0.0015653,1.72e-05,0.0015482,0.0065915,0.0414879,0.0739082,0.0009844,0,0,3.68e-05,0,3e-05,0.0018947,0,4.44e-05,0.0004686,0.0024056,0,0.0057447,0.0214012,0,4.19e-05,0.0001892,3.3e-06,0.0014548,0,0,0.0127698,1.7e-05,"12M"
"615_4M",0,0,0,0,0,0,0,0,0,0,0,0.0085247,0,0,0,0,0,0.0005102,0,0,0,0,0,0,0,0,0,0.0207312,0,0,0,0,0,0,0,0,0,0.1034468,0,0.0069264,0,0,0,0.0001352,0,0,0,0,0,0.0013345,0.0094753,0,0,0,0,0,3.07e-05,0,0.0095042,0,0,0,0,0,0,0.0007643,0,0,0.0014357,4.3e-05,0,0.0002666,0.0390633,0,0.0809974,0.0249164,0,0,0,0,0,3.68e-05,0,0,0.0014106,0.0001671,4.07e-05,0.0030858,0,0,0.6073946,0.0194271,0,0,0.0081308,0,0,0,0,0,0.0065618,"4M"
"615_B",0,0,0,0,0,0,0,0,0,0.0004488,0,0,0,0,0,0,0,0,0,0,2.79e-05,0,0,0,0.000503,0,0.0110807,0,0.0122274,0,0.0003218,0,0.1159883,0,0,0.0001706,0.0830859,0,0,0,0.000563,0,0,0.0207718,0.026651,0.0003748,0,0,0,0.0128379,0,0,0,0.0045734,0,0,0,0,0.033392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171606,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"622_12M",0.0986862,0,0,0,0.0003466,0,0.0208127,0,0,0,0,0,0,0.0448682,0.0369205,0,0,0,0,0,0.0154302,0.2160232,0,0,0,0.0303151,0,0,0,0.0263158,0,0,0,5.13e-05,0,0,0,0.0004586,0,0.0899534,0,0,0,0,0,0,0,0.0119173,0.0047816,0,0.0005755,0.0003009,0,0,0,0,0,0,0,0.0147434,0.018738,0.0008882,0.0046508,0,0,0,0.001325,0.0374568,0.001075,8.14e-05,0,0.000314,0.0008091,0,0.0024878,0.0255121,0,0,0,0,0,7.63e-05,0,0,0.0001735,0,0,0,2.92e-05,0.0009682,0.0510343,0.0193885,0.0001772,0.0001595,0.0027036,0,0.0380403,0,0,0,0.0014039,"12M"
"622_4M",0.0011791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001738,0.0043272,0,0,0,7.3e-06,0,0.0027689,0,0.0012985,0,0,0,0,0,0.0024311,0,0.0006041,0,0.0010712,2.94e-05,0,0.0001205,0,0,0,0,0.0006216,0,0.0012046,0.0007575,7.75e-05,0,0,0,0,3.51e-05,0,0.0001304,0.0001413,0.0005076,0,0,0,0,0.0022043,0,2.5e-05,0.0006384,0.0001976,0,0.0007028,0.0106599,1.42e-05,0.012628,0.0476366,0,0,0.0008768,7.01e-05,0,0.0001411,0,0,0,4.82e-05,5.1e-05,0,0,0.0001521,0.3880177,0.433204,0.0014399,0.0021711,0,0,0.0774602,0,0,0,0,"4M"
"622_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1043305,0,0,0,0,0,0.0043594,0,0.0012094,0,0,0,0,0,0,0,0.000927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38e-05,0,0,0,0,0,0,0.0019306,0,0,0,0,0.8531757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263212,0.007033,0.000465,0,0,0,0.0001658,0,0,0,0,"B"
"624_12M",0.1284879,0,0,0,0,0,0.0446894,7.1e-06,0.0135333,0,0.0312173,0.0136586,0.0007399,0.0504029,0.0001765,0,0.0040084,0,0,0,0,0.0001152,0.0220729,0.1118024,0,0.1609885,0,0,0.000225,0,0,0,0,0,0,0.0322746,0,0.0346754,0,0.0004953,0,0.0543347,0,0,0,0,0.0098942,0.0436359,0.0043544,0,0.0029177,0.0008989,0,0,0,0,0,0,0,0,0,0.0002423,0,0.0001385,0,0,0,0,0.0008314,0,0,0,0.0068223,0,0.0083362,0,0,0.0532523,0.0016019,0,0,0,8.98e-05,0,0.0515228,0,0,0,0.000217,0,0.0317243,5.65e-05,6.08e-05,0.0001074,0.0009603,0,0,0,0.0007875,0,0.0019881,"12M"
"624_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001109,0,0,0.002765,0,0,0,0,0,0,0,0.3138217,0.0090114,0.0978303,0,0,0,0,0.0018695,0.0007724,0,0,0,0,0,0.0006033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2446964,0,0,0,0,0,0,0,0,0,3.6e-05,0,0,0,0,0,7.82e-05,0,0.2775557,0,0,0,0,0,0,0,0,0,0.0492961,"4M"
"626_12M",0.0269523,2.58e-05,0,0.0002048,7.58e-05,0,0.0004623,0,0,0,0.0175229,0.0002277,0,0.0162014,0.0067798,0,0,1.55e-05,0,0,0,0.0377666,0.004141,0.0070116,0,0.1475596,0,0,0,0.0220629,5.1e-06,0.0017697,0,0,0,0.0006935,0,0.0153942,0.184901,0.2256208,0,0.000157,0,0,0,0,0,0.001866,0.0016077,0,0.0009789,6.88e-05,0.0002493,0,0,0.0007174,2.55e-05,0,0,0,0,0,0.0001541,0.0050554,0,0,0,0,0.0001955,0.0001248,0,0.0003361,0.000513,0,0.0025782,0.0376059,0,0,0.0013372,0,0,4.56e-05,0,2.29e-05,0,0,0,0.0003658,0,0,0.0018881,0.0136093,0,0.0029155,0.0014825,0.0058943,0.0009853,0,0,0.0143513,0.0011878,"12M"
"626_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071365,0,0,0.0008694,0,0,0.0008139,0.0002679,0.0840377,0,0,0,0,0,0.0020812,0,0.1473456,0.0170311,0.0129066,0,0,0,0,0,0,0,0,0,0,0.0033425,0,0,0,0,0,2.54e-05,0,0.0002166,0,0,0.0004159,0,0,0,0.0011208,0,0,0.0005636,0.0001407,0,0.0005803,0.0388329,2.12e-05,0,0.0406078,0,0,8.07e-05,4.1e-06,8.66e-05,0.0001152,0.0001968,0,0,0,0,0,4.94e-05,0,0.0361379,0.272454,0.000345,0,0.0003707,0,0.002463,0,0,7.51e-05,0,"4M"
"626_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428515,0,0,0,0,0,0.0270082,0,0,0,0,0,0,0,0,0,7.96e-05,0.0001149,0.000343,0,0,0,6.91e-05,0,0,0,0,0,0,0.0001774,0,0,0,0,0,0,0,0,0,0,0,0,8.2e-06,0,0,0,0,0,0,0,0,0.1385157,0,0,0,0,0,0.0008018,0,0,0,0,0,0,0,0,0,0,0,0.0042137,0,0,0,0,0,0.0001922,0,0,0,0,"B"
"633_12M",0.0019531,0,0.0038313,0,0.0059758,0.0007385,0.0014953,0,0,0,0.0084859,0,0,0.0055821,0,0,0.0663497,0,0,0,0,0,2.62e-05,0,1.24e-05,0,0,0,0,0.0265012,0,0,0,0,0,0.0042864,0.0035689,0,0.1977123,0.1469087,0,0,0,0,2.03e-05,0,0,0.007096,0,2.42e-05,0,0,0,0,0,0,3.67e-05,0,0,0,0,0,0,0.0604388,3.13e-05,0,0,0.0016308,0,0.0001895,0,0.0003815,0.0275466,0,0,0.0374548,0,0.0169707,0.0002901,0,0,4.67e-05,0.0001534,0,0,0,1.59e-05,0.0446179,0.0004553,0,0.0435715,0.0801934,0,0,0,0,0.0034153,0,0,0.0522027,0.0004153,"12M"
"633_4M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097799,0,0,0,0,0,0,0.0013155,0,0.0008978,0,0.0006314,0.0011971,0,0,0.000634,0,0,0.0219716,0.0126861,0,0.056814,0.0410694,0,0,0,0.003621,6.24e-05,0,0,0,0,0,0,0,0,0.0001023,0,0,0,0,0.0004519,0,0,0,0,3.77e-05,1.34e-05,0,0,0.0089266,0,1.87e-05,0,4.89e-05,0.1105683,0,0,0.0052611,0,0,0,0,0,0,0,0,0,0,7.82e-05,0,0,0,0.275189,0.3503033,0,0,0,0,0,0,0,0,0,"4M"
"635_12M",0.0146728,0,0,0,0.0003871,0,0.0030152,4.16e-05,0,0,0.0955964,0.0001517,0,0.0162208,0.0034578,0,0.0028203,0,0,0,0.0001202,0.225052,0,0.0013832,0,0,0,0,0,0,0,0.0011163,0,0,0,0,0,0.0859582,3.84e-05,0.0992337,0,0,0,0,0,0,0,0.0020431,0,1.37e-05,0.0028607,0,7.18e-05,0,0.0003221,0,0,0.0239853,0,0,0.0026353,0,0.0013414,0.0883458,3.75e-05,0,0.0014324,0.0156265,0.0005145,0,0,0,0,0,0.0013789,0,0.015462,6.72e-05,0.000379,0,0,0,0.0001361,0,3.7e-05,0,3.01e-05,0.0012857,0.0001805,0,0.00513,0.0029251,0,1.61e-05,0.0007933,0,0,0,0,0.008664,0.0014471,"12M"
"635_4M",0,0,0,0,0,0,0.0128241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209065,0,0,0.00047,2.92e-05,0,5.26e-05,0.0022178,0,0,0.0015277,0.000814,0,0,0.0084464,0,0.0091985,0,0.0012875,0,0,0,0,0.000308,0,0,0,0,0,0.0008069,0,0,0.0002834,0,0,0,6.2e-05,3.63e-05,0,0,0,0,0,0,0,0,0,0.0001312,0,0,0,0.0140867,0,0,0,0,0,0,6.74e-05,1.84e-05,0,0.0007227,0,0,0.0001687,4.59e-05,0.3950171,0.0001573,0,0.1172937,0.1095808,0,0,0,0,0,0,0,0.3023176,0,"4M"
"635_B",0,0,0,0,0,0,0.0156582,0,0,0.0007345,0,0,0,0,0,0,0,0,0,0,0,0.0038064,0,0,0.0004482,1.44e-05,0,0,0.0120884,0,0,0,0,0,0,0,0,0.0391895,0,8.81e-05,0,0,0,0,0,0,0,0,0,0.0137772,0,0,0,0,0,0,0,0,0.0014021,0,5e-05,0,0,0,0,0,0,0.0010248,0,0,0,0,0.0956515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076178,0,0,0.0194308,0.2681196,0,0,0,0,0,0,0,0.5147643,0.0061343,"B"
"637_12M",0.1214676,0,0.0353837,0.0012417,0,0,0.0003195,0,0,0,2.58e-05,0.0005842,0,0,0,0,0.0022992,0,0.0003822,0,0,0,0,0.0055101,0,0.0101676,0,0,0,0.0499985,0,0.0056645,4.64e-05,6.95e-05,0,2.6e-05,5.19e-05,0,0.1119711,0.0539823,0,1.87e-05,0,0,5e-06,0,0.0001624,0.0003969,0.0004221,0.0001423,0,0,0.0004118,0,0,0.0009329,0,0,7e-06,0,0,0.0002053,0,0.0002413,0,0,0,0.0735099,0,1.75e-05,0,8.69e-05,9.58e-05,0,0.0003991,0.0049768,0,0,0,0,0,2.27e-05,0.0003156,0,0,0,0,0,6.87e-05,1.67e-05,0.0022177,0,0,0.0001316,0.0035434,0,0.0021997,0,0.0014053,0,0.0035236,"12M"
"637_4M",0,0,0,0,0,0,0.1170427,0,0,0,0,0,0,0,1.64e-05,0,0,0,0,0,0,2.23e-05,0,0,8.35e-05,0,0,0.0020452,0.0002379,0,0,0,6.67e-05,0,1.63e-05,0.0120609,0,0,0.1047022,0.0627747,2.85e-05,0,0.0074498,1.24e-05,0,0,0,0,0,0.0020698,0,0,0,0,0,0,1.68e-05,0,6.11e-05,0,0,0,0,0,1.05e-05,5.24e-05,0,0,0,7.66e-05,0,0.0003292,0.0310605,0,0,0.0278179,0,0,0,0,0,4.75e-05,0.0001938,0,0,0,0.0001223,0,3.63e-05,0,0.32586,0.2694248,0.0001011,0,0,0,0.0210301,0,0,0,0,"4M"
"637_B",0,0,0,0,0,0,0.0001414,0,0,0.0013353,0,0,0,0,0,0,0,0.0003177,0,0,0,1.3e-05,0,0,0.0008248,0.0001502,0.0015193,0,0.0010288,0.0010799,0,0,0,0,0,0,0,0,0.0238593,0.0018017,0,0,0,0.0044405,0,0,0,0,0,0.021685,0,0,0,0,0,0,0,0,0,0,8.11e-05,0,0,0,0,0,0,0.0023171,0,0,0,3.04e-05,0.1653208,0,0,0.0015759,0,0,0,0,0,0,0,0,0,0,0.0001306,0,0,0,0.5044149,0.1857492,0,0,0,0,0.0820344,0,0,0,0,"B"
"640_12M",0.0468432,1.94e-05,0,0.0002784,0,0,0.0195733,0.0009991,0,0,0.008289,0.0041482,0,0.0219693,0,0,0,0,0,0.0012235,0.0416216,0,0,0,0,0.1993034,0,0,0,0,0,0.00286,0.0001185,0.0002719,0,0.0002365,0,0.0853753,0,0,0,0,0,0,7.73e-05,0,0.0002013,0.0044157,0.0021776,0.0005565,0.0004324,0,0.0003651,0,0.0006973,0.0026927,0,0,0,0,0,2.41e-05,0.0038094,0.0325631,0,0,0,0.0786752,0.0001742,0,0,0,0.0047076,0,0.0084001,0,0,0,0.0001601,0,0,0,0.0005506,9.63e-05,0,0,0,0,0.0002272,0,0.0105927,0.0048757,0,0.0009825,0.0019413,0.0010556,0.0055594,0.0007358,0,0.0171843,0.0026982,"12M"
"640_4M",0,0,0,0,0,0,0.1054804,0.0019034,0,9.82e-05,0,0.0157551,0,0,0,1.08e-05,0,0.0001116,0,0.0377396,0,0,0,0,0.0001927,1.06e-05,0,0.0057654,0.000137,0,0,0,8.75e-05,0,0,0.0393855,0,0,0,0,0,0,0.0003287,0,2.98e-05,0,0.0100227,0.0289933,0.0141268,0.0002276,0,0,0.0001096,1.39e-05,0.0005302,0.026644,0,0.0008629,0.0004445,0,0,0.0095432,0,0,0,0,0,0.2908009,0.0016848,0,0,0,0,0,0.0157484,0,0,0,0,0,0,0,0,0,0,4.11e-05,0,0,0,0,0,0,0,0.0003317,0.1235493,0,0,0,0,0,0.1917462,"4M"
"640_B",0,0,0,0,0,0,0,0,0,3.72e-05,0,0,0,0,0,0,0,0,2.31e-05,0,0,0,0,0,5.4e-06,2.23e-05,0.0010085,0.0003493,0.0015142,0,0,0,0,0,0,0,0,5.87e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04e-05,0,0,0,0.0001341,0,0,0,0,0,0,0,1.97e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0011857,0,0.0063752,0,0,0,0,0,8.7e-06,0,0,0,0,"B"
"70_12M",0.039593,0,0.0001348,0.0004639,0.0003821,0.0007974,0.0058283,0,0.0055484,0,0,0.0007055,0,0.0051417,0.0001509,0,0,0,9.65e-05,0,0.0001766,0.0605216,6.48e-05,0.0065454,0,0.0133184,0,0,0,0.0880729,3.91e-05,0.0050619,0,0,0,0.0001581,0,0,0.0830352,0.0299349,0,0,0,0,0,0,4.55e-05,0.0024917,0.0006341,0,0.0001842,9.71e-05,0.0006918,0,5.23e-05,0.0041849,0,0.0210296,0,2.37e-05,0.037067,0,0.0011709,0.034559,0,0,0,0.0476925,2.56e-05,2.15e-05,0,0.0002028,0.0077941,0,0,3.23e-05,0.0017936,0.001381,2.48e-05,0,0,0.0025964,2.7e-05,0,0,0,0,0,0.0003942,0.0004307,0.0070902,3.81e-05,0.0001407,7.44e-05,0.0002651,0,0,0,0,0.0104463,7.44e-05,"12M"
"70_4M",0,0,1.88e-05,0,0,0,0.2898288,0,0,0.0001556,0,0,0,0,0,0.0001313,0,0,1.57e-05,0.0076273,0,0.0804994,0,0,0.0004986,0.0022445,0,0,2.57e-05,0.0157719,0,0,0.0015954,0,0.0001404,0.06154,0.0001966,0,2.03e-05,0.0045774,0,0,0,0,0.0011228,0,0,0.0038889,0,1.6e-05,0.0013236,0,0,5.59e-05,0,0,0,7.3e-06,9.79e-05,0,0.005997,0.0009906,0,1.2e-05,0,0,0,0.0043892,0.0001962,0,0,0,0,0,0,0,0,0,5.8e-06,2.44e-05,0.0001604,0,0,0,0,4.4e-06,5.77e-05,0,5.2e-05,0.0001845,0.4961575,2.31e-05,0.000265,0,0.0097496,0,0,0,0,0,0.0036152,"4M"
"70_B",0,0,0,0,0,0,0,0,0,5.15e-05,0,0,0,0,0,0,0,0,0,0,4.1e-06,0.6302199,0,0,0.0002554,0.0030396,0,0,8.7e-06,0.0215515,0,0,0,0,0,0,0,0,0.0001518,0.0477449,2.39e-05,0,0,0.0064813,0,0.0001341,0,0,0,7.02e-05,1.5e-05,0,0,0,0,0,0,0,2.14e-05,0.0265983,0.0142797,0,0,4.6e-06,0,0,0,0.1236464,0,0,0,0,0,0,0,1.34e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205569,0,0,0,0,0,0.0063626,0,0,0,0.0148706,"B"
"7_12M",0.0338055,0,0.0139668,0,0.0046618,0,0.0161862,0,0,0,0.0305835,0.0001471,0,0,0,0,0,0,0,0.0003215,0,0,0,0,0,0,0,0,0,0,0,0,5.67e-05,0,0,0,0,4.2e-06,0.2949272,0.0393271,0,0.1444074,0,0,0,0,0.0003972,0.0039623,1.14e-05,5.5e-06,0.0003351,0,0,0,0,0.0101142,0,0,0,0,0,0,0,0,0.0002151,0,0,0.0347521,9.44e-05,3.5e-05,0,8.85e-05,0.0080079,0,0.0002911,0.0193888,0.0230997,0.0302827,0.0034748,0,0,2.35e-05,0.0003381,0,0,0,3.15e-05,0,0.0004945,0,0.0154858,0.0237138,0,0.0006887,0.0020743,0,0.0157139,0,0,1.02e-05,5.43e-05,"12M"
"7_4M",0,0,0,0,0,0,0,0,0,0.0002294,0,0,0,0,0,0,0,5.4e-05,0,0,0,0.003874,0,0,0.0017904,0,0,0,0,0,0,0,0.0001446,0,0.0002295,5.47e-05,5.53e-05,0,0.0001107,0.0006482,0.0002087,4.9e-06,0,0,8.7e-05,0,0,0,0,0,0.0072075,0,0,7.29e-05,0,0,0.0004221,0,0.0007772,0,0,0,0,0,0,2.86e-05,0,0.0052506,0.0009957,0.0005635,0,0.0009423,0.2317573,0.0001326,0,0.3326375,0,0,0.0011731,0.000313,0,0.0005579,0,0,0,0.0003078,0.0001544,0,0,0,0.1256168,0.1613607,0,0,0,3.35e-05,0.118012,0,0,0,0,"4M"
"78_12M",0.0516664,0,0,0,0.0046045,0,0.0283743,0,0,0,0.0086567,0.0018078,0.000301,0.2039308,0.0291146,0,0,0,0,0,0.001964,0.0450385,0.0106704,0.0082695,0,0.0586065,0,8.99e-05,0,0.0361606,0.0002523,0.0085451,4.84e-05,5.36e-05,0,0,0,0.0059186,0.0833676,0,0,0,0,0,2.54e-05,0,0,0.0050563,0.0075359,0.0018363,0.0038865,0.000103,0.0006657,0,0.0002239,0.0019965,0,0,0,0,0,0.0017281,0.0002238,0.0326874,0,0,0.0002615,0.0350875,0.0006748,0,0,0,0.0002816,0,0.00191,0,0,0.0471338,0.0017482,0,0,0,0,0,0.0007999,0,1.48e-05,0.0021165,1.83e-05,0.0006762,0.0594876,1.31e-05,0,0.0055577,0.0041009,0.0033518,0.028209,0,0,0,0.0001053,"12M"
"78_4M",0,0,0,0,0,0,0.1051854,0,0,0,0,0,0,9.28e-05,0,0,0,0,0,0,0,0.0292246,0,0,5.02e-05,0.0161174,0,0.0139921,0,0.0046686,0,0,4.01e-05,0,0,0,0.0004358,0.2379319,0.0057307,0,2.64e-05,0,0,4.22e-05,4.6e-06,0,0,0,0,0.0001713,0.0017214,0,0,0,0.0008734,0,7.44e-05,0,9.04e-05,0,0,0,0,0,0,0.0042545,0,0.0627288,0.0002101,0.0001667,0,0.0007675,0.06615,0,0,0.0488393,0,0,0,0,0,0.0001494,0,0,0,0,1.24e-05,0,0,0.002388,0.2581355,0.1144613,0,0,0.0195057,0,3.4e-05,0,0,0,0,"4M"
